inner_x,inner_y,outer_x,outer_y
4.355556393333332998e+00,4.377599573333332827e+00,4.272091134133330748e+00,3.255166856533329600e+00
4.355630761519999616e+00,4.377729506079999666e+00,4.272290440873597106e+00,3.255515076294396959e+00
4.355705098026666278e+00,4.377859432106666837e+00,4.272489662711463687e+00,3.255863278045865172e+00
4.355779402773332976e+00,4.377989351093333426e+00,4.272688799432530438e+00,3.256211460930131363e+00
4.355853675679999704e+00,4.378119262720000293e+00,4.272887850822397304e+00,3.256559624089598870e+00
4.355927916666666455e+00,4.378249166666666525e+00,4.273086816666664234e+00,3.256907766666664372e+00
4.356002125653333223e+00,4.378379062613332984e+00,4.273285696750931173e+00,3.257255887803729877e+00
4.356076302560000002e+00,4.378508950239999642e+00,4.273484490860798068e+00,3.257603986643196947e+00
4.356150447306666784e+00,4.378638829226666473e+00,4.273683198781864867e+00,3.257952062327463594e+00
4.356224559813332675e+00,4.378768699253333452e+00,4.273881820299729739e+00,3.258300113998931380e+00
4.356298639999999445e+00,4.378898559999999662e+00,4.274080355199997072e+00,3.258648140799996540e+00
4.356372687786666198e+00,4.379028411146666855e+00,4.274278803268263260e+00,3.258996141873065078e+00
4.356446703093332928e+00,4.379158252373333227e+00,4.274477164290130915e+00,3.259344116360530563e+00
4.356520685839999629e+00,4.379288083359999639e+00,4.274675438051197318e+00,3.259692063404796780e+00
4.356594635946666294e+00,4.379417903786666955e+00,4.274873624337064193e+00,3.260039982148265292e+00
4.356668553333332916e+00,4.379547713333333370e+00,4.275071722933330598e+00,3.260387871733331444e+00
4.356742437919999489e+00,4.379677511679999746e+00,4.275269733625596480e+00,3.260735731302396800e+00
4.356816289626666894e+00,4.379807298506666946e+00,4.275467656199465338e+00,3.261083559997865144e+00
4.356890108373333348e+00,4.379937073493333166e+00,4.275665490440531791e+00,3.261431356962130934e+00
4.356963894079999733e+00,4.380066836320000156e+00,4.275863236134397560e+00,3.261779121337598397e+00
4.357037646666666042e+00,4.380196586666667002e+00,4.276060893066663482e+00,3.262126852266665544e+00
4.357111366053333157e+00,4.380326324213333677e+00,4.276258461022931279e+00,3.262474548891732162e+00
4.357185052160000183e+00,4.380456048640000155e+00,4.276455939788799121e+00,3.262822210355198038e+00
4.357258704906666225e+00,4.380585759626666409e+00,4.276653329149863403e+00,3.263169835799463847e+00
4.357332324213333052e+00,4.380715456853333301e+00,4.276850628891731176e+00,3.263517424366931152e+00
4.357405909999999771e+00,4.380845139999999915e+00,4.277047838799997947e+00,3.263864975199997520e+00
4.357479462186666375e+00,4.380974808746666227e+00,4.277244958660264551e+00,3.264212487441063182e+00
4.357552980693332856e+00,4.381104462773333097e+00,4.277441988258130046e+00,3.264559960232530145e+00
4.357626465440000096e+00,4.381234101759999611e+00,4.277638927379198819e+00,3.264907392716796863e+00
4.357699916346666313e+00,4.381363725386666630e+00,4.277835775809063712e+00,3.265254784036264013e+00
4.357773333333333277e+00,4.381493333333333240e+00,4.278032533333331777e+00,3.265602133333330936e+00
4.357846716320000091e+00,4.381622925280000302e+00,4.278229199737598520e+00,3.265949439750398753e+00
4.357920065226666750e+00,4.381752500906666903e+00,4.278425774807464776e+00,3.266296702429865029e+00
4.357993379973333248e+00,4.381882059893333015e+00,4.278622258328531380e+00,3.266643920514129995e+00
4.358066660479999577e+00,4.382011601919999499e+00,4.278818650086397390e+00,3.266991093145596103e+00
4.358139906666666619e+00,4.382141126666666331e+00,4.279014949866664530e+00,3.267338219466663585e+00
4.358213118453333479e+00,4.382270633813333482e+00,4.279211157454931858e+00,3.267685298619731782e+00
4.358286295760000151e+00,4.382400123040000040e+00,4.279407272636798432e+00,3.268032329747197817e+00
4.358359438506666628e+00,4.382529594026666864e+00,4.279603295197865087e+00,3.268379311991465030e+00
4.358432546613332903e+00,4.382659046453333040e+00,4.279799224923729994e+00,3.268726244494930100e+00
4.358505619999999858e+00,4.382788480000000320e+00,4.279995061599997541e+00,3.269073126399998586e+00
4.358578658586666599e+00,4.382917894346666898e+00,4.280190805012265010e+00,3.269419956849064945e+00
4.358651662293333118e+00,4.383047289173333638e+00,4.280386454946130570e+00,3.269766734984531631e+00
4.358724631039999409e+00,4.383176664159999625e+00,4.280582011187196834e+00,3.270113459948796653e+00
4.358797564746666353e+00,4.383306018986666608e+00,4.280777473521063747e+00,3.270460130884264238e+00
4.358870463333333056e+00,4.383435353333332785e+00,4.280972841733331258e+00,3.270806746933329734e+00
4.358943326719999511e+00,4.383564666879999905e+00,4.281168115609596647e+00,3.271153307238397367e+00
4.359016154826666600e+00,4.383693959306666166e+00,4.281363294935465191e+00,3.271499810941863373e+00
4.359088947573333428e+00,4.383823230293333317e+00,4.281558379496531508e+00,3.271846257186131091e+00
4.359161704879999988e+00,4.383952479519999557e+00,4.281753369078398208e+00,3.272192645113596754e+00
4.359234426666666273e+00,4.384081706666666634e+00,4.281948263466663462e+00,3.272538973866664591e+00
4.359307112853333166e+00,4.384210911413333633e+00,4.282143062446930770e+00,3.272885242587731724e+00
4.359379763359999771e+00,4.384340093439999642e+00,4.282337765804797414e+00,3.273231450419197053e+00
4.359452378106666082e+00,4.384469252426666408e+00,4.282532373325863340e+00,3.273577596503463916e+00
4.359524957013332980e+00,4.384598388053333018e+00,4.282726884795730271e+00,3.273923679982930324e+00
4.359597499999999570e+00,4.384727500000000333e+00,4.282921299999997267e+00,3.274269699999998728e+00
4.359670006986666735e+00,4.384856587946666551e+00,4.283115618724265161e+00,3.274615655697064032e+00
4.359742477893332691e+00,4.384985651573333421e+00,4.283309840754129461e+00,3.274961546216531350e+00
4.359814912640000095e+00,4.385114690560000028e+00,4.283503965875198105e+00,3.275307370700797804e+00
4.359887311146666278e+00,4.385243704586666347e+00,4.283697993873063936e+00,3.275653128292263627e+00
4.359959673333333008e+00,4.385372693333333238e+00,4.283891924533330453e+00,3.275998818133330825e+00
4.360031999119999391e+00,4.385501656479999788e+00,4.284085757641596715e+00,3.276344439366397410e+00
4.360104288426666308e+00,4.385630593706666858e+00,4.284279492983463555e+00,3.276689991133864943e+00
4.360176541173332865e+00,4.385759504693333533e+00,4.284473130344530034e+00,3.277035472578131881e+00
4.360248757279999943e+00,4.385888389119999786e+00,4.284666669510397874e+00,3.277380882841597121e+00
4.360320936666666647e+00,4.386017246666666480e+00,4.284860110266665245e+00,3.277726221066664003e+00
4.360393079253332971e+00,4.386146077013333588e+00,4.285053452398930318e+00,3.278071486395731871e+00
4.360465184959999796e+00,4.386274879840000196e+00,4.285246695692797481e+00,3.278416677971198290e+00
4.360537253706666228e+00,4.386403654826666276e+00,4.285439839933864015e+00,3.278761794935463492e+00
4.360609285413333147e+00,4.386532401653333579e+00,4.285632884907730755e+00,3.279106836430931704e+00
4.360681279999999660e+00,4.386661120000000302e+00,4.285825830399997649e+00,3.279451801599998717e+00
4.360753237386666648e+00,4.386789809546666419e+00,4.286018676196264643e+00,3.279796689585063874e+00
4.360825157493333215e+00,4.386918469973332790e+00,4.286211422082131683e+00,3.280141499528529625e+00
4.360897040239999356e+00,4.387047100960000279e+00,4.286404067843196941e+00,3.280486230572798423e+00
4.360968885546666840e+00,4.387175702186666193e+00,4.286596613265065692e+00,3.280830881860262949e+00
4.361040693333332996e+00,4.387304273333333171e+00,4.286789058133330776e+00,3.281175452533330983e+00
4.361112463519999594e+00,4.387432814080000298e+00,4.286981402233597471e+00,3.281519941734398316e+00
4.361184196026666626e+00,4.387561324106666660e+00,4.287173645351464835e+00,3.281864348605864734e+00
4.361255890773333199e+00,4.387689803093333119e+00,4.287365787272531037e+00,3.282208672290130469e+00
4.361327547680000194e+00,4.387818250719999646e+00,4.287557827782398689e+00,3.282552911929596640e+00
4.361399166666666716e+00,4.387946666666666218e+00,4.287749766666665074e+00,3.282897066666663477e+00
4.361470747653332758e+00,4.388075050613332806e+00,4.287941603710930139e+00,3.283241135643729436e+00
4.361542290560000090e+00,4.388203402240000273e+00,4.288133338700798269e+00,3.283585118003198744e+00
4.361613795306666042e+00,4.388331721226666815e+00,4.288324971421863196e+00,3.283929012887464971e+00
4.361685261813333270e+00,4.388460007253333295e+00,4.288516501659731084e+00,3.284272819438931013e+00
4.361756689999999992e+00,4.388588259999999686e+00,4.288707929199998325e+00,3.284616536799997100e+00
4.361828079786666201e+00,4.388716479146666849e+00,4.288899253828263980e+00,3.284960164113065240e+00
4.361899431093332780e+00,4.388844664373332982e+00,4.289090475330129770e+00,3.285303700520530334e+00
4.361970743839999720e+00,4.388972815359999835e+00,4.289281593491197420e+00,3.285647145164797500e+00
4.362042017946666128e+00,4.389100931786666493e+00,4.289472608097063322e+00,3.285990497188263859e+00
4.362113253333332885e+00,4.389229013333332929e+00,4.289663518933330089e+00,3.286333755733330086e+00
4.362184449919999985e+00,4.389357059680000006e+00,4.289854325785598554e+00,3.286676919942397745e+00
4.362255607626666531e+00,4.389485070506666808e+00,4.290045028439464225e+00,3.287019988957864847e+00
4.362326726373333408e+00,4.389613045493333310e+00,4.290235626680531489e+00,3.287362961922131177e+00
4.362397806079999718e+00,4.389740984319999484e+00,4.290426120294397627e+00,3.287705837977596524e+00
4.362468846666666344e+00,4.389868886666666192e+00,4.290616509066664364e+00,3.288048616266663338e+00
4.362539848053333280e+00,4.389996752213333409e+00,4.290806792782931645e+00,3.288391295931731406e+00
4.362610810159999630e+00,4.390124580640000218e+00,4.290996971228797641e+00,3.288733876115198296e+00
4.362681732906666277e+00,4.390252371626666594e+00,4.291187044189864075e+00,3.289076355959464237e+00
4.362752616213333212e+00,4.390380124853333399e+00,4.291377011451730894e+00,3.289418734606931238e+00
4.362823459999999542e+00,4.390507839999999717e+00,4.291566872799997157e+00,3.289761011199996865e+00
4.362894264186666149e+00,4.390635516746666411e+00,4.291756628020263697e+00,3.290103184881063569e+00
4.362965028693333025e+00,4.390763154773333454e+00,4.291946276898130463e+00,3.290445254792531138e+00
4.363035753440000164e+00,4.390890753759999932e+00,4.292135819219198289e+00,3.290787220076797581e+00
4.363106438346666671e+00,4.391018313386666705e+00,4.292325254769065346e+00,3.291129079876264463e+00
4.363177083333333428e+00,4.391145833333332860e+00,4.292514583333331579e+00,3.291470833333329793e+00
4.363247688319999540e+00,4.391273313280000146e+00,4.292703804697596937e+00,3.291812479590398244e+00
4.363318253226666776e+00,4.391400752906666760e+00,4.292892918647464917e+00,3.292154017789864717e+00
4.363388777973333355e+00,4.391528151893333565e+00,4.293081924968531915e+00,3.292495447074131665e+00
4.363459262480000156e+00,4.391655509919999645e+00,4.293270823446398765e+00,3.292836766585597097e+00
4.363529706666666286e+00,4.391782826666666750e+00,4.293459613866663638e+00,3.293177975466664797e+00
4.363600110453333514e+00,4.391910101813333078e+00,4.293648296014931809e+00,3.293519072859730557e+00
4.363670473760000057e+00,4.392037335039999491e+00,4.293836869676798784e+00,3.293860057907196381e+00
4.363740796506666797e+00,4.392164526026666849e+00,4.294025334637865399e+00,3.294200929751465168e+00
4.363811078613332839e+00,4.392291674453333350e+00,4.294213690683729823e+00,3.294541687534930929e+00
4.363881319999999953e+00,4.392418779999999856e+00,4.294401937599998220e+00,3.294882330399997450e+00
4.363951520586666355e+00,4.392545842346666340e+00,4.294590075172264321e+00,3.295222857489063628e+00
4.364021680293332928e+00,4.392672861173333665e+00,4.294778103186130735e+00,3.295563267944531916e+00
4.364091799039999664e+00,4.392799836160000027e+00,4.294966021427197411e+00,3.295903560908797658e+00
4.364161876746666557e+00,4.392926766986666287e+00,4.295153829681064295e+00,3.296243735524263307e+00
4.364231913333332713e+00,4.393053653333333308e+00,4.295341527733329556e+00,3.296583790933331315e+00
4.364301908719999901e+00,4.393180494880000175e+00,4.295529115369597584e+00,3.296923726278397915e+00
4.364371862826666337e+00,4.393307291306666862e+00,4.295716592375463883e+00,3.297263540701864670e+00
4.364441775573332905e+00,4.393434042293333341e+00,4.295903958536530176e+00,3.297603233346131368e+00
4.364511646879999596e+00,4.393560747519999587e+00,4.296091213638397299e+00,3.297942803353596908e+00
4.364581476666666404e+00,4.393687406666666462e+00,4.296278357466664310e+00,3.298282249866663740e+00
4.364651264853333323e+00,4.393814019413333050e+00,4.296465389806931157e+00,3.298621572027730320e+00
4.364721011359999459e+00,4.393940585440000213e+00,4.296652310444796896e+00,3.298960768979198654e+00
4.364790716106666579e+00,4.394067104426666148e+00,4.296839119165865029e+00,3.299299839863462758e+00
4.364860379013332903e+00,4.394193576053333494e+00,4.297025815755730171e+00,3.299638783822931742e+00
4.364930000000000199e+00,4.394319999999999560e+00,4.297212399999998489e+00,3.299977599999996514e+00
4.364999578986666684e+00,4.394446375946666983e+00,4.297398871684264599e+00,3.300316287537065296e+00
4.365069115893333240e+00,4.394572703573333072e+00,4.297585230594131112e+00,3.300654845576530327e+00
4.365138610639999861e+00,4.394698982559999578e+00,4.297771476515197975e+00,3.300993273260796723e+00
4.365208063146666539e+00,4.394825212586666474e+00,4.297957609233064247e+00,3.301331569732263826e+00
4.365277473333333269e+00,4.394951393333332845e+00,4.298143628533331650e+00,3.301669734133329648e+00
4.365346841120000043e+00,4.395077524479999553e+00,4.298329534201598356e+00,3.302007765606396639e+00
4.365416166426666855e+00,4.395203605706666572e+00,4.298515326023465200e+00,3.302345663293864142e+00
4.365485449173332810e+00,4.395329636693332986e+00,4.298701003784530350e+00,3.302683426338130168e+00
4.365554689279999678e+00,4.395455617119999658e+00,4.298886567270397308e+00,3.303021053881597169e+00
4.365623886666666564e+00,4.395581546666666561e+00,4.299072016266664242e+00,3.303358545066664043e+00
4.365693041253333462e+00,4.395707425013333669e+00,4.299257350558931989e+00,3.303695899035731909e+00
4.365762152959999476e+00,4.395833251840000067e+00,4.299442569932796943e+00,3.304033114931197890e+00
4.365831221706666376e+00,4.395959026826666616e+00,4.299627674173864378e+00,3.304370191895464437e+00
4.365900247413333268e+00,4.396084749653333290e+00,4.299812663067731577e+00,3.304707129070930893e+00
4.365969230000000145e+00,4.396210420000000063e+00,4.299997536399998488e+00,3.305043925599997934e+00
4.366038169386666112e+00,4.396336037546666908e+00,4.300182293956263280e+00,3.305380580625064901e+00
4.366107065493332939e+00,4.396461601973332911e+00,4.300366935522130341e+00,3.305717093288530251e+00
4.366175918239999731e+00,4.396587112959999821e+00,4.300551460883197841e+00,3.306053462732797321e+00
4.366244727546666482e+00,4.396712570186666724e+00,4.300735869825064839e+00,3.306389688100264568e+00
4.366313493333333184e+00,4.396837973333333593e+00,4.300920162133331281e+00,3.306725768533331777e+00
4.366382215519999832e+00,4.396963322079999514e+00,4.301104337593598004e+00,3.307061703174396516e+00
4.366450894026666418e+00,4.397088616106666237e+00,4.301288395991464064e+00,3.307397491165863457e+00
4.366519528773332937e+00,4.397213855093332846e+00,4.301472337112530298e+00,3.307733131650129721e+00
4.366588119679999380e+00,4.397339038720000204e+00,4.301656160742396651e+00,3.308068623769598204e+00
4.366656666666666631e+00,4.397464166666666507e+00,4.301839866666664847e+00,3.308403966666664253e+00
4.366725169653332905e+00,4.397589238613333507e+00,4.302023454670930391e+00,3.308739159483731651e+00
4.366793628559999974e+00,4.397714254240000287e+00,4.302206924540798560e+00,3.309074201363198853e+00
4.366862043306666052e+00,4.397839213226666821e+00,4.302390276061863084e+00,3.309409091447464757e+00
4.366930413813332912e+00,4.397964115253333084e+00,4.302573509019730125e+00,3.309743828878930483e+00
4.366998739999999657e+00,4.398088959999999936e+00,4.302756623199996966e+00,3.310078412799997594e+00
4.367067021786666281e+00,4.398213747146666464e+00,4.302939618388263554e+00,3.310412842353064100e+00
4.367135259093332778e+00,4.398338476373333528e+00,4.303122494370129836e+00,3.310747116680531565e+00
4.367203451840000028e+00,4.398463147360000214e+00,4.303305250931198422e+00,3.311081234924798444e+00
4.367271599946666250e+00,4.398587759786666496e+00,4.303487887857063932e+00,3.311415196228264080e+00
4.367339703333333212e+00,4.398712313333333235e+00,4.303670404933331639e+00,3.311748999733330923e+00
4.367407761920000020e+00,4.398836807679999517e+00,4.303852801945597939e+00,3.312082644582396540e+00
4.367475775626666668e+00,4.398961242506666203e+00,4.304035078679464554e+00,3.312416129917862939e+00
4.367543744373333148e+00,4.399085617493333267e+00,4.304217234920531432e+00,3.312749454882131239e+00
4.367611668079999454e+00,4.399209932319999794e+00,4.304399270454396742e+00,3.313082618617597230e+00
4.367679546666666468e+00,4.399334186666666646e+00,4.304581185066663984e+00,3.313415620266664696e+00
4.367747380053333295e+00,4.399458380213332909e+00,4.304762978542931329e+00,3.313748458971729871e+00
4.367815168159999928e+00,4.399582512640000331e+00,4.304944650668797834e+00,3.314081133875198759e+00
4.367882910906666361e+00,4.399706583626666223e+00,4.305126201229864336e+00,3.314413644119463154e+00
4.367950608213333474e+00,4.399830592853333222e+00,4.305307630011731668e+00,3.314745988846930835e+00
4.368018259999999486e+00,4.399954539999999525e+00,4.305488936799997113e+00,3.315078167199996706e+00
4.368085866186666166e+00,4.400078424746666883e+00,4.305670121380263282e+00,3.315410178321064993e+00
4.368153426693333508e+00,4.400202246773333492e+00,4.305851183538131899e+00,3.315742021352531488e+00
4.368220941439999727e+00,4.400326005760000214e+00,4.306032123059197581e+00,3.316073695436798197e+00
4.368288410346666595e+00,4.400449701386666135e+00,4.306212939729064715e+00,3.316405199716262686e+00
4.368355833333333216e+00,4.400573333333333004e+00,4.306393633333331472e+00,3.316736533333330073e+00
4.368423210319999583e+00,4.400696901279999906e+00,4.306574203657596911e+00,3.317067695430397478e+00
4.368490541226666579e+00,4.400820404906666816e+00,4.306754650487464531e+00,3.317398685149864690e+00
4.368557825973333308e+00,4.400943843893332819e+00,4.306934973608531614e+00,3.317729501634129718e+00
4.368625064479999764e+00,4.401067217919999663e+00,4.307115172806397219e+00,3.318060144025596792e+00
4.368692256666666829e+00,4.401190526666666436e+00,4.307295247866665733e+00,3.318390611466663920e+00
4.368759402453332719e+00,4.401313769813333110e+00,4.307475198574929998e+00,3.318720903099730446e+00
4.368826501760000092e+00,4.401436947039999659e+00,4.307655024716798842e+00,3.319051018067196601e+00
4.368893554506666277e+00,4.401560058026666944e+00,4.307834726077864218e+00,3.319380955511465281e+00
4.368960560613333044e+00,4.401683102453333163e+00,4.308014302443730514e+00,3.319710714574930499e+00
4.369027519999999498e+00,4.401806080000000065e+00,4.308193753599996789e+00,3.320040294399998260e+00
4.369094432586666521e+00,4.401928990346666737e+00,4.308373079332264766e+00,3.320369694129064797e+00
4.369161298293333218e+00,4.402051833173333151e+00,4.308552279426130838e+00,3.320698912904530786e+00
4.369228117039999582e+00,4.402174608160000169e+00,4.308731353667196728e+00,3.321027949868798235e+00
4.369294888746666494e+00,4.402297314986666876e+00,4.308910301841064161e+00,3.321356804164264709e+00
4.369361613333333061e+00,4.402419953333333247e+00,4.309089123733330418e+00,3.321685474933330884e+00
4.369428290720000163e+00,4.402542522880000142e+00,4.309267819129598998e+00,3.322013961318398323e+00
4.369494920826666018e+00,4.402665023306666647e+00,4.309446387815462742e+00,3.322342262461864593e+00
4.369561503573333283e+00,4.402787454293333624e+00,4.309624829576531369e+00,3.322670377506131700e+00
4.369628038880000176e+00,4.402909815520000159e+00,4.309803144198398606e+00,3.322998305593598101e+00
4.369694526666666690e+00,4.403032106666666223e+00,4.309981331466665289e+00,3.323326045866663137e+00
4.369760966853332818e+00,4.403154327413333569e+00,4.310159391166930476e+00,3.323653597467731480e+00
4.369827359359999441e+00,4.403276477439999503e+00,4.310337323084796779e+00,3.323980959539196256e+00
4.369893704106666554e+00,4.403398556426666666e+00,4.310515127005865033e+00,3.324308131223464358e+00
4.369960001013333262e+00,4.403520564053333253e+00,4.310692802715731631e+00,3.324635111662931131e+00
4.370026249999999557e+00,4.403642500000000126e+00,4.310870349999997408e+00,3.324961899999998138e+00
4.370092450986666321e+00,4.403764363946666371e+00,4.311047768644264089e+00,3.325288495377063391e+00
4.370158603893333549e+00,4.403886155573332850e+00,4.311225058434132507e+00,3.325614896936529785e+00
4.370224708639999456e+00,4.404007874559999536e+00,4.311402219155196391e+00,3.325941103820796663e+00
4.370290765146666701e+00,4.404129520586666402e+00,4.311579250593064572e+00,3.326267115172263811e+00
4.370356773333333500e+00,4.404251093333333422e+00,4.311756152533331665e+00,3.326592930133331016e+00
4.370422733119999847e+00,4.404372592479999682e+00,4.311932924761597619e+00,3.326918547846396734e+00
4.370488644426666625e+00,4.404494017706666931e+00,4.312109567063465043e+00,3.327243967453865192e+00
4.370554507173332937e+00,4.404615368693333366e+00,4.312286079224530333e+00,3.327569188098131292e+00
4.370620321279999665e+00,4.404736645119999849e+00,4.312462461030396987e+00,3.327894208921597041e+00
4.370686086666666803e+00,4.404857846666666354e+00,4.312638712266664953e+00,3.328219029066663559e+00
4.370751803253333456e+00,4.404978973013332855e+00,4.312814832718931513e+00,3.328543647675729744e+00
4.370817470959999618e+00,4.405100023840000212e+00,4.312990822172797500e+00,3.328868063891198048e+00
4.370883089706666169e+00,4.405220998826666623e+00,4.313166680413863752e+00,3.329192276855464261e+00
4.370948659413333104e+00,4.405341897653332950e+00,4.313342407227731101e+00,3.329516285710930390e+00
4.371014179999999527e+00,4.405462720000000054e+00,4.313518002399996831e+00,3.329840089599997999e+00
4.371079651386666320e+00,4.405583465546666133e+00,4.313693465716263553e+00,3.330163687665063321e+00
4.371145073493333477e+00,4.405704133973332937e+00,4.313868796962132102e+00,3.330487079048530141e+00
4.371210446240000103e+00,4.405824724959999550e+00,4.314043995923198871e+00,3.330810262892796469e+00
4.371275769546666190e+00,4.405945238186666835e+00,4.314219062385063808e+00,3.331133238340265201e+00
4.371341043333333509e+00,4.406065673333332988e+00,4.314393996133332188e+00,3.331456004533330351e+00
4.371406267519999389e+00,4.406186030079999760e+00,4.314568796953596852e+00,3.331778560614397033e+00
4.371471442026666487e+00,4.406306308106666236e+00,4.314743464631464853e+00,3.332100905725863260e+00
4.371536566773333021e+00,4.406426507093333278e+00,4.314917998952530809e+00,3.332423039010131038e+00
4.371601641679999872e+00,4.406546626719999971e+00,4.315092399702398218e+00,3.332744959609597935e+00
4.371666666666666146e+00,4.406666666666666288e+00,4.315266666666663475e+00,3.333066666666663735e+00
4.371731641679999392e+00,4.406786626724999323e+00,4.315440799702396468e+00,3.333388159622995950e+00
4.371796566773332948e+00,4.406906507133332873e+00,4.315614798952530862e+00,3.333709439117329865e+00
4.371861442026665934e+00,4.407026308241666079e+00,4.315788664631463156e+00,3.334030506087662715e+00
4.371926267519999243e+00,4.407146030399999859e+00,4.315962396953596070e+00,3.334351361471997066e+00
4.371991043333332883e+00,4.407265673958333352e+00,4.316135996133330544e+00,3.334672006208331041e+00
4.372055769546665971e+00,4.407385239266666588e+00,4.316309462385063078e+00,3.334992441234664540e+00
4.372120446239999403e+00,4.407504726674999596e+00,4.316482795923196392e+00,3.335312667488996574e+00
4.372185073493333185e+00,4.407624136533333292e+00,4.316655996962131425e+00,3.335632685909331041e+00
4.372249651386666436e+00,4.407743469191665930e+00,4.316829065716264680e+00,3.335952497433662511e+00
4.372314179999999162e+00,4.407862724999999315e+00,4.317002002399996208e+00,3.336272102999996214e+00
4.372378659413333146e+00,4.407981904308332588e+00,4.317174807227731392e+00,3.336591503546329385e+00
4.372443089706665731e+00,4.408101007466666665e+00,4.317347480413862293e+00,3.336910700010664144e+00
4.372507470959999587e+00,4.408220034824999800e+00,4.317520022172796956e+00,3.337229693330997282e+00
4.372571803253332945e+00,4.408338986733332909e+00,4.317692432718930107e+00,3.337548484445330033e+00
4.372636086666665811e+00,4.408457863541666022e+00,4.317864712266662686e+00,3.337867074291662739e+00
4.372700321279999081e+00,4.408576665600000055e+00,4.318036861030395634e+00,3.338185463807997966e+00
4.372764507173332760e+00,4.408695393258333262e+00,4.318208879224529895e+00,3.338503653932330728e+00
4.372828644426665967e+00,4.408814046866666558e+00,4.318380767063462855e+00,3.338821645602664034e+00
4.372892733119999598e+00,4.408932626774999974e+00,4.318552524761597233e+00,3.339139439756997785e+00
4.372956773333332769e+00,4.409051133333332650e+00,4.318724152533330418e+00,3.339457037333329215e+00
4.373020765146666378e+00,4.409169566891666392e+00,4.318895650593064239e+00,3.339774439269663553e+00
4.373084708639999540e+00,4.409287927799999451e+00,4.319067019155196974e+00,3.340091646503996259e+00
4.373148603893333153e+00,4.409406216408332746e+00,4.319238258434131339e+00,3.340408659974329453e+00
4.373212450986666333e+00,4.409524433066666305e+00,4.319409368644263836e+00,3.340725480618663479e+00
4.373276249999999088e+00,4.409642578124999268e+00,4.319580349999995406e+00,3.341042109374996016e+00
4.373340001013333200e+00,4.409760651933332554e+00,4.319751202715731431e+00,3.341358547181329186e+00
4.373403704106666012e+00,4.409878654841666190e+00,4.319921927005863083e+00,3.341674794975663332e+00
4.373467359359999307e+00,4.409996587199999318e+00,4.320092523084796632e+00,3.341990853695995689e+00
4.373530966853333091e+00,4.410114449358332855e+00,4.320262991166931243e+00,3.342306724280329711e+00
4.373594526666666482e+00,4.410232241666665942e+00,4.320433331466664306e+00,3.342622407666662632e+00
4.373658038879999488e+00,4.410349964474999496e+00,4.320603544198396762e+00,3.342937904792996129e+00
4.373721503573333003e+00,4.410467618133332657e+00,4.320773629576530439e+00,3.343253216597329214e+00
4.373784920826666145e+00,4.410585202991666343e+00,4.320943587815463616e+00,3.343568344017663563e+00
4.373848290719999810e+00,4.410702719399999694e+00,4.321113419129598121e+00,3.343883287991996855e+00
4.373911613333333115e+00,4.410820167708332740e+00,4.321283123733331344e+00,3.344198049458329436e+00
4.373974888746666068e+00,4.410937548266666397e+00,4.321452701841063337e+00,3.344512629354663424e+00
4.374038117039999563e+00,4.411054861424999807e+00,4.321622153667196820e+00,3.344827028618997389e+00
4.374101298293332718e+00,4.411172107533332998e+00,4.321791479426130067e+00,3.345141248189330341e+00
4.374164432586666429e+00,4.411289286941665999e+00,4.321960679332264021e+00,3.345455289003662624e+00
4.374227519999999814e+00,4.411406399999999728e+00,4.322129753599997848e+00,3.345769151999997248e+00
4.374290560613332879e+00,4.411523447058333325e+00,4.322298702443730711e+00,3.346082838116331004e+00
4.374353554506666519e+00,4.411640428466665931e+00,4.322467526077864441e+00,3.346396348290662459e+00
4.374416501759999854e+00,4.411757344574999351e+00,4.322636224716798203e+00,3.346709683460995954e+00
4.374479402453332888e+00,4.411874195733332726e+00,4.322804798574930274e+00,3.347022844565329613e+00
4.374542256666666518e+00,4.411990982291666086e+00,4.322973247866664259e+00,3.347335832541662892e+00
4.374605064479999861e+00,4.412107704599999458e+00,4.323141572806397548e+00,3.347648648327996135e+00
4.374667825973332924e+00,4.412224363008332872e+00,4.323309773608530193e+00,3.347961292862329685e+00
4.374730541226665714e+00,4.412340957866666358e+00,4.323477850487462248e+00,3.348273767082663888e+00
4.374793210319999126e+00,4.412457489524999943e+00,4.323645803657595543e+00,3.348586071926997754e+00
4.374855833333333166e+00,4.412573958333332769e+00,4.323813633333331019e+00,3.348898208333329407e+00
4.374918410346666064e+00,4.412690364641666640e+00,4.323981339729063400e+00,3.349210177239664077e+00
4.374980941439999604e+00,4.412806708799999811e+00,4.324148923059197180e+00,3.349521979583997222e+00
4.375043426693332904e+00,4.412922991158333197e+00,4.324316383538130637e+00,3.349833616304330519e+00
4.375105866186665970e+00,4.413039212066665939e+00,4.324483721380262935e+00,3.350145088338662536e+00
4.375168259999999698e+00,4.413155371874999844e+00,4.324650936799997680e+00,3.350456396624997168e+00
4.375230608213333205e+00,4.413271470933333163e+00,4.324818030011731373e+00,3.350767542101330321e+00
4.375292910906666499e+00,4.413387509591665925e+00,4.324985001229864068e+00,3.351078525705662337e+00
4.375355168159999586e+00,4.413503488199999936e+00,4.325151850668796705e+00,3.351389348375997557e+00
4.375417380053332472e+00,4.413619407108332560e+00,4.325318578542929338e+00,3.351700011050328776e+00
4.375479546666666053e+00,4.413735266666666490e+00,4.325485185066662908e+00,3.352010514666663887e+00
