m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,m57,m58,m59,m60,m61,m62,m63,m64,m65,m66,m67,m68,m69,m70,m71,m72,m73,m74,m75,m76,m77,m78,m79,m80,m81,m82,m83,m84,m85,m86,m87,m88,m89,m90,m91,m92,m93,m94,m95,m96,m97,m98,m99,m100,m101,m102,m103,m104,m105,m106,m107,m108,m109,m110,m111,m112,m113,m114,m115,m116,m117,m118,m119,m120,m121,m122,m123,m124,m125,m126,m127,m128
2.046484804833644144e+00,1.955826344688686547e+00,1.973037757064161513e+00,1.948678782763646256e+00,1.829885706094479092e+00,1.863166073127182631e+00,1.882120737343274230e+00,1.907750581306081106e+00,1.934861974443186305e+00,1.890895649730630401e+00,1.912789079020127625e+00,1.910290139850933544e+00,1.837231999754957101e+00,1.865649701286967055e+00,1.887079917917515060e+00,1.887268467811348938e+00,1.910814619088571531e+00,1.918242910148910019e+00,1.873766778606803296e+00,1.878721352820035717e+00,1.868975871606730621e+00,1.888214211944675425e+00,1.882876194414780491e+00,1.898404278951971502e+00,1.890606693446517994e+00,1.909063673079142376e+00,1.931254586038250620e+00,1.953216455174028754e+00,1.973742645089077818e+00,1.957030327421304783e+00,1.943760085269843119e+00,1.963251970251795875e+00,1.959691835897638734e+00,1.979602277186986559e+00,1.986816456428063704e+00,1.975572747739340551e+00,1.912215238424800123e+00,1.885702867835157948e+00,1.798888917016635114e+00,1.705628177927009936e+00,1.686339638728594270e+00,1.676094137332689415e+00,1.691350956558444807e+00,1.644303410939254029e+00,1.618079309103161334e+00,1.590315650473211440e+00,1.543552202122791650e+00,1.547247747571065757e+00,1.537553719908919758e+00,1.537547730817146352e+00,1.548514806915890496e+00,1.577498013477711236e+00,1.610688171113348055e+00,1.698137782982392929e+00,1.704977012153598981e+00,1.779276473110048551e+00,1.756515215793884144e+00,1.709636928302856518e+00,1.707989664255367135e+00,1.703133551804372203e+00,1.686765985050435512e+00,1.644911161944430544e+00,1.584728408811161282e+00,1.596709170242135434e+00,1.597729098785958035e+00,1.532109199752683670e+00,1.519889088481011674e+00,1.511388527784287339e+00,1.510893210798679220e+00,1.507731956504407167e+00,1.460651389977604131e+00,1.429523809426671344e+00,1.393759775981130433e+00,1.335740847393894093e+00,1.283303573370055073e+00,1.277286299782984136e+00,1.273021973632423309e+00,1.261583003388883073e+00,1.270754513560244270e+00,1.267094072323504239e+00,1.276456157742259956e+00,1.284130565563564419e+00,1.269483117031555697e+00,1.276765167593635786e+00,1.261420507618995268e+00,1.268454661130115069e+00,1.272234802849496305e+00,1.267635611837473641e+00,1.276407864884770316e+00,1.277955312196873860e+00,1.285662236706724304e+00,1.277255286101448117e+00,1.285546468747857274e+00,1.287216341667491326e+00,1.259481647855480668e+00,1.229889800344349915e+00,1.232175107457502916e+00,1.225849650211263686e+00,1.182085885052364560e+00
4.897182870833938217e+00,4.421022553520823628e+00,4.180900976478285180e+00,4.096928126287683547e+00,3.943887829208764906e+00,3.932453121890838066e+00,3.976797569655533326e+00,4.008951089727109007e+00,4.065965816821638157e+00,4.097846580575739139e+00,4.152853806806013459e+00,4.109749959812040387e+00,4.008780978834060704e+00,4.014050191432769310e+00,3.865937839482328719e+00,3.909849276177344901e+00,3.861385265693456859e+00,3.704716851078392104e+00,3.481872400911827814e+00,3.300682424291265349e+00,3.085954437515775695e+00,3.045978071142942056e+00,2.901160782240068681e+00,2.850074954045548115e+00,2.713180539532126900e+00,2.705415564286218988e+00,2.660571801188361452e+00,2.636835055841916020e+00,2.598654370209608544e+00,2.588421676284430095e+00,2.608500432421319903e+00,2.596810395503560631e+00,2.616448494061043739e+00,2.640714159962190610e+00,2.651736530891865229e+00,2.669837598089936481e+00,2.662989298100489233e+00,2.659116202767616066e+00,2.615947318568082824e+00,2.555835531519112802e+00,2.549517013222524664e+00,2.421790167382443570e+00,2.372356579141523980e+00,2.383367893956201744e+00,2.386616236115461032e+00,2.395565676945796696e+00,2.414393630448501415e+00,2.420054211740795491e+00,2.418303257174408749e+00,2.543187977561006008e+00,2.602982949161845028e+00,2.615816884379545293e+00,2.656056781030101899e+00,2.666948844925998596e+00,2.597029172780761730e+00,2.571221822340261642e+00,2.572333786121203225e+00,2.464610465243821213e+00,2.420786402415716410e+00,2.430123532046076562e+00,2.419867012977889864e+00,2.408509401232111102e+00,2.365769884781750321e+00,2.379625508582963622e+00,2.391472540790107626e+00,2.333128853150440829e+00,2.319764840741730172e+00,2.333862921524152423e+00,2.347475391344232776e+00,2.355960272816572498e+00,2.358804697427292041e+00,2.369555567673247154e+00,2.359409808977381839e+00,2.342912681736570857e+00,2.312504448584487449e+00,2.321105109145312539e+00,2.322135350275289056e+00,2.332773994004540441e+00,2.344086386122187005e+00,2.353741896795352950e+00,2.346872663477447940e+00,2.345416421128124984e+00,2.318278424233145785e+00,2.317007333800353397e+00,2.328537351162084601e+00,2.301285882753507206e+00,2.302101602540111536e+00,2.313584746610584997e+00,2.314979883741159927e+00,2.304566953688182540e+00,2.312569331729792843e+00,2.274347863010778958e+00,2.268057821663759910e+00,2.254631997752281514e+00,2.210333173243951510e+00,2.214329833531698544e+00,2.225008461134995841e+00,2.199518590662715489e+00,2.138852107248189416e+00
3.980662820234676325e+00,4.029316239708533587e+00,4.099514597075955002e+00,4.105186515732961006e+00,4.160306707736414644e+00,4.104570457173845277e+00,3.988398688431173067e+00,3.685908568504112193e+00,3.547124177081930174e+00,3.514780602316381231e+00,3.419706560342604007e+00,3.449124231190350720e+00,3.495313349815031501e+00,3.494220128092247801e+00,3.530212011046961251e+00,3.474524811813088476e+00,3.516877664231622180e+00,3.544544663228467840e+00,3.541803426975659974e+00,3.296213573441822753e+00,3.166089676151825572e+00,3.073354937454273017e+00,2.945831637041357531e+00,2.789677214853647058e+00,2.733058390475808785e+00,2.693679791032408399e+00,2.695040739484882319e+00,2.679234239799454187e+00,2.683467690156152941e+00,2.557648069321266870e+00,2.616340304367054781e+00,2.593683197965674037e+00,2.519716894171186716e+00,2.457800896524980683e+00,2.329669581987582561e+00,2.321869381954157152e+00,2.268292712170898007e+00,2.283662358798583369e+00,2.272390135395546906e+00,2.276761957621554977e+00,2.296486588253032313e+00,2.310681011515799632e+00,2.328709707528328288e+00,2.347420253652857003e+00,2.366207306822677658e+00,2.384510862912212481e+00,2.400249953593275976e+00,2.392421725142494626e+00,2.398352266782759479e+00,2.396372821525559083e+00,2.536949158285692008e+00,2.550538483053193417e+00,2.531507858408170719e+00,2.532331637354683807e+00,2.543009546315772695e+00,2.623597249425410283e+00,2.639401316430401323e+00,2.649587482809872441e+00,2.667004342725416421e+00,2.635988495418120081e+00,2.635478959598472670e+00,2.564922066513335430e+00,2.539467048436882202e+00,2.494867692144361104e+00,2.402596887265671111e+00,2.396842060347480263e+00,2.409584265973955919e+00,2.419292662112551451e+00,2.423556268917359535e+00,2.414861629434771118e+00,2.407696436701967535e+00,2.391506323580168569e+00,2.355409912372242509e+00,2.367318263004523082e+00,2.379601672780720989e+00,2.390958784858595365e+00,2.390080040239984882e+00,2.319868124495743089e+00,2.296552309306738149e+00,2.265609424956724460e+00,2.265429384335328589e+00,2.251158721830791354e+00,2.203714744759946775e+00,2.213029395307581471e+00,2.223370388150499810e+00,2.219070312522594346e+00,2.229502271230112243e+00,2.230984451002833158e+00,2.209259022634070480e+00,2.167645584715008233e+00,2.160154077059348143e+00,2.149418665289653418e+00,2.157086959304262752e+00,2.165604903517326818e+00,2.159300460718528214e+00,2.169876997550705955e+00,2.172514475759526498e+00,2.174311103334227724e+00,2.184674153812656172e+00
2.102673316187643415e+00,2.146126452323949607e+00,2.161868968415321834e+00,2.043866841386695832e+00,2.043098396415798490e+00,2.079839300016731674e+00,2.084087089815968241e+00,2.010638522197201183e+00,2.024036240956933685e+00,1.994267091576653161e+00,1.876967390038264849e+00,1.821052434722534752e+00,1.836999296229776535e+00,1.860012567299665243e+00,1.863750432959567105e+00,1.882035692712067831e+00,1.908989120560464992e+00,1.925735415817814156e+00,1.949283563008103126e+00,1.892491400568071303e+00,1.886893113885594886e+00,1.781186239321648657e+00,1.783575990892160901e+00,1.764497287984095664e+00,1.781776513827270980e+00,1.801852767846335857e+00,1.821758690871685404e+00,1.842744513076646884e+00,1.860911591438757728e+00,1.877927117293835435e+00,1.864982916365412580e+00,1.878500186955009310e+00,1.895702583061349866e+00,1.914606465961208093e+00,1.911922739257525539e+00,1.890764460864749363e+00,1.905146298289372764e+00,1.858967830095640261e+00,1.863189682389864155e+00,1.860930984622194861e+00,1.814172659977282276e+00,1.830395449884697490e+00,1.838302229052812375e+00,1.822846173958507565e+00,1.822065531638970670e+00,1.820714899688898214e+00,1.801121860179651923e+00,1.804293300561664370e+00,1.844799817684651400e+00,1.818519225361893810e+00,1.759270290808762294e+00,1.726845115820957899e+00,1.641307013210611343e+00,1.536347386843032403e+00,1.519278260984284312e+00,1.524106506918358361e+00,1.465594234017525199e+00,1.472932248418460377e+00,1.449333089168715283e+00,1.445310905038464933e+00,1.422878359900718870e+00,1.434585611186629306e+00,1.442985444410617157e+00,1.454292533039345692e+00,1.447650719424348420e+00,1.450483147589525457e+00,1.419275766244729953e+00,1.388090668158834307e+00,1.373094723228933223e+00,1.367769779134301533e+00,1.374203595324254623e+00,1.383947095761156598e+00,1.394368526032175648e+00,1.389325657480527942e+00,1.379998348084965132e+00,1.336946365708700624e+00,1.286925128848222410e+00,1.290219743501307637e+00,1.298201719585348801e+00,1.305082228739814498e+00,1.310217078712611505e+00,1.318423171041136044e+00,1.321266512365042223e+00,1.299788677445094409e+00,1.306002166274008225e+00,1.296617648549907686e+00,1.305302290639924090e+00,1.308187341331144671e+00,1.282091829570285224e+00,1.274406373545453164e+00,1.282923313825915068e+00,1.287949744480485492e+00,1.293621453718927672e+00,1.288485479617452301e+00,1.296862431981960606e+00,1.295753888054795855e+00,1.262683827096301670e+00,1.227667130659445327e+00,1.227651152404698465e+00
5.083207633955652227e+00,4.943403214430706072e+00,4.930647795119660337e+00,5.005609516873488651e+00,5.085267627029630866e+00,5.041629746308263549e+00,5.073256840550546265e+00,5.109825316622003122e+00,5.176904536339681506e+00,5.216036819841513683e+00,5.219959259246099492e+00,5.287436321649728654e+00,5.351999147580304594e+00,5.286663744952021737e+00,5.107674653623973882e+00,5.124905181401626209e+00,5.057038253878984868e+00,5.073596598753164599e+00,5.058380660988111899e+00,4.940178948676758885e+00,4.875151916308317013e+00,4.653543667531597094e+00,4.640066074172569444e+00,4.632021983997208991e+00,4.641686485230678727e+00,4.658036005484682995e+00,4.683664351952930183e+00,4.716207463671055145e+00,4.751949838460439501e+00,4.880524433400323048e+00,4.866971973168547017e+00,4.798054100617166640e+00,4.785423530773980971e+00,4.823755619867950983e+00,4.863048265743694643e+00,4.801325906630018459e+00,4.790547781739235234e+00,4.743956324787673928e+00,4.742640318839233871e+00,4.746663960577408581e+00,4.723310637829227332e+00,4.717413100083212463e+00,4.738934330616341839e+00,4.592071738798423119e+00,4.473378617121348100e+00,4.362885401608573410e+00,4.264770750431525315e+00,4.239719162043642520e+00,4.204966885995722770e+00,4.130306846930417386e+00,3.866268435536794446e+00,3.617024779906700349e+00,3.468813147561657040e+00,3.343986430403448118e+00,3.337317139980461977e+00,3.282397195467226414e+00,3.188427172860953007e+00,3.208200891597898341e+00,3.225349192385062125e+00,3.180043998919074077e+00,3.144122727908756687e+00,3.140507445842687595e+00,3.140672714605853066e+00,3.148237168639975270e+00,3.166544457626993214e+00,3.169655446371347107e+00,3.148870748464518865e+00,3.048622214833165422e+00,2.958514635349981159e+00,2.926817458188582854e+00,2.890652727813411538e+00,2.858867433088925214e+00,2.861508465987639749e+00,2.840146911913388639e+00,2.839240649242499970e+00,2.786431572557962699e+00,2.763989864010416131e+00,2.768307087817948542e+00,2.751426674711184628e+00,2.731648911153139903e+00,2.679304474845949802e+00,2.693147268754190637e+00,2.702051648167369979e+00,2.606552674304805084e+00,2.562915590769982987e+00,2.499560184433275101e+00,2.478069165905742999e+00,2.461899167027489010e+00,2.414142814545090054e+00,2.407103869325486034e+00,2.416393506333193830e+00,2.409301021803230913e+00,2.418351653524062339e+00,2.427466689281724044e+00,2.438045807227468664e+00,2.413685919193475193e+00,2.355480512163284690e+00,2.358699438768943057e+00,2.369664943027451454e+00
2.678188138931143047e+00,2.610538151864745249e+00,2.454272217081632235e+00,2.218035567223339388e+00,2.148863053914549237e+00,2.164336883608379392e+00,2.118883866904305080e+00,2.103871412357002146e+00,2.136326915008425420e+00,2.120695380720689638e+00,2.028152295398571781e+00,1.872415250461365144e+00,1.838779836224728070e+00,1.864516100859555214e+00,1.880598586992627830e+00,1.871906853379501134e+00,1.843387889848447037e+00,1.733559908513158776e+00,1.722879073705938291e+00,1.746025458574707923e+00,1.763902128710370887e+00,1.761212755666594409e+00,1.780556956380459743e+00,1.800646529125376372e+00,1.810796714820864572e+00,1.818506826789807240e+00,1.795250261594523611e+00,1.789014625967625616e+00,1.768631704289407303e+00,1.787894369906555925e+00,1.809658666129717819e+00,1.829144464363510636e+00,1.828023665316076851e+00,1.847220118629542940e+00,1.851619585546044888e+00,1.832228273511757877e+00,1.847148979262678736e+00,1.785587113476667875e+00,1.783025347225305701e+00,1.767789593907877155e+00,1.698004868002517487e+00,1.699206660922145451e+00,1.657302491554124568e+00,1.671847462387973993e+00,1.687210465837605256e+00,1.702644862810424486e+00,1.709138103940321063e+00,1.724264430068423337e+00,1.791578800209092215e+00,1.797506548818484040e+00,1.809649100035744196e+00,1.882984742249706356e+00,1.870295183465201294e+00,1.833780145535679695e+00,1.844778834644795307e+00,1.829397042094669246e+00,1.778852463755021152e+00,1.764477658386498282e+00,1.704091588622458353e+00,1.699505690366210464e+00,1.667464928903511501e+00,1.680067493880719409e+00,1.684222837245416660e+00,1.696458818611018327e+00,1.693977445870916698e+00,1.688037616445998701e+00,1.643278020996072897e+00,1.629208777636083960e+00,1.629289068917864958e+00,1.623778658357785343e+00,1.634067258794921651e+00,1.645136124192085658e+00,1.656012413470053346e+00,1.653481644299909625e+00,1.641269711549381949e+00,1.606903493451153908e+00,1.556774287258976930e+00,1.559829043546403060e+00,1.569496414811497154e+00,1.566793477588628747e+00,1.576905432049175992e+00,1.576861622462006896e+00,1.586761389677197043e+00,1.589583588795187241e+00,1.598902251596990620e+00,1.607928577000984127e+00,1.611949443550421357e+00,1.621488932070629163e+00,1.619089921114112096e+00,1.625582098838628031e+00,1.632816986368307743e+00,1.641447708243956694e+00,1.635276183847283349e+00,1.615167681000595934e+00,1.619762036984369491e+00,1.625023052237385413e+00,1.609555741422122432e+00,1.555490575624241201e+00,1.543369011391955592e+00
8.818348364525112615e-01,9.099763730805370265e-01,8.457683073939108453e-01,7.433107841404064109e-01,7.693032497840963657e-01,7.864241902934501205e-01,7.920451613806931412e-01,7.992408266162575048e-01,8.132604107459099341e-01,8.384383598270422899e-01,7.924581126746401694e-01,7.277284058722377491e-01,7.515446620901976571e-01,7.545767458075970380e-01,7.717020517069178576e-01,7.829848188178935020e-01,7.846331447821092153e-01,7.458545826218948571e-01,7.676101689492348390e-01,7.828735332694531923e-01,8.031470497289080468e-01,7.941666270328856525e-01,8.139688240495701610e-01,8.313526110593383311e-01,8.495308650761119740e-01,8.392675536795290991e-01,8.176520196424138520e-01,8.029449903763425933e-01,7.853495370082805849e-01,8.141894550877439851e-01,8.022199868141043355e-01,8.000159812059101094e-01,8.123547166783998685e-01,8.167598150969713755e-01,8.251214308282881493e-01,7.855210688179813383e-01,8.000658537651783586e-01,7.443435940051542632e-01,7.559414207812958919e-01,7.649398180497922750e-01,7.101196455689432474e-01,7.244613532882305806e-01,7.108043802377722598e-01,7.246098875108134552e-01,7.388067227215611155e-01,7.525050278064254750e-01,7.634279682028236591e-01,7.761391835690376606e-01,8.432824842750225036e-01,8.548388446587537048e-01,8.305461345991201894e-01,8.161156859844616029e-01,7.884793070531452841e-01,7.478840453997203097e-01,7.769625072376872277e-01,7.743271734444403531e-01,7.250085912444538261e-01,7.354891833139080015e-01,7.028049140418195506e-01,6.763405490958904753e-01,6.383131924793665757e-01,6.503927061648392405e-01,6.609171275258866052e-01,6.625501441478017783e-01,6.677968496856612202e-01,6.763011997003469666e-01,6.367963364121399517e-01,6.047854768833443861e-01,5.840594220141293036e-01,5.620289941265543820e-01,5.736580173290449780e-01,5.848261092608409983e-01,5.960133922491398506e-01,6.052002252894286283e-01,6.139720987998389390e-01,5.784723748730294934e-01,5.433789941792722678e-01,5.519373436630647944e-01,5.456110259195834367e-01,5.521208524731994194e-01,5.497207033054950509e-01,5.404078890992993767e-01,5.492717659610459879e-01,5.377130568872914296e-01,5.470259887428976509e-01,5.483464307403919102e-01,5.517051683078519897e-01,5.600727015404183273e-01,5.527378181051957329e-01,5.570380365464038253e-01,5.572592050269052910e-01,5.654726773613255597e-01,5.579324654320029220e-01,5.387651208410042525e-01,5.483463449698238179e-01,5.577406498781698474e-01,5.369722858320554737e-01,5.049673793596461957e-01,5.139460965299073036e-01
3.623440811923514637e+00,3.645516398819287129e+00,3.706572168889804786e+00,3.670857389530312265e+00,3.569039564681596222e+00,3.622250675584304247e+00,3.648008424454145526e+00,3.703280880640818840e+00,3.742694035710409040e+00,3.665772588185390646e+00,3.669528680383240538e+00,3.673117814452338870e+00,3.627753725995346290e+00,3.656221666027468675e+00,3.692429993930779197e+00,3.687824539233101273e+00,3.699471190572062085e+00,3.737996523612230781e+00,3.754032602657346729e+00,3.795631583135084419e+00,3.835183742750545299e+00,3.805725686671649566e+00,3.841079648675293168e+00,3.880903401473405623e+00,3.910407059997691892e+00,3.934136785103763856e+00,3.971078305336853020e+00,4.008030555918915994e+00,4.045761416472056560e+00,4.060164452250787370e+00,4.019515398584405652e+00,4.036242970875117742e+00,4.025317081877172853e+00,4.060130429539158037e+00,4.087682868090588784e+00,4.043666467754081673e+00,3.955286730673106099e+00,3.890189120339886397e+00,3.777108300058090951e+00,3.660067305485514400e+00,3.612813420214886495e+00,3.633748964080512511e+00,3.661471962239968292e+00,3.536881288042726723e+00,3.453743253316914785e+00,3.370130531826120102e+00,3.258237944339546388e+00,3.246641989663541672e+00,3.219153994238052263e+00,3.136675543497071228e+00,3.036550372436460421e+00,3.039861453099640176e+00,3.048985720415801737e+00,3.160293095474520086e+00,3.203326326632178755e+00,3.310808449025153699e+00,3.237703209053940157e+00,3.198098010621919229e+00,3.195579593872897473e+00,3.170213307057696550e+00,3.127068951902104654e+00,3.070150398331782160e+00,2.990596967314276711e+00,3.008499618653528440e+00,3.017006271254073280e+00,2.931968300448699605e+00,2.898312981715017944e+00,2.849544180096132973e+00,2.819916020816258584e+00,2.799656090331568592e+00,2.716194537235376849e+00,2.657272321866097187e+00,2.610083331652854888e+00,2.514872860713802449e+00,2.437354600870886401e+00,2.400575593307447075e+00,2.374485729628603270e+00,2.359215911698923751e+00,2.366745259119153122e+00,2.351674584708964399e+00,2.358986458389268570e+00,2.369831624063186037e+00,2.366599460434023694e+00,2.354096769144219614e+00,2.310591477420242956e+00,2.320206565987068092e+00,2.314839393576039850e+00,2.294952029632748136e+00,2.299099779970072532e+00,2.309586677457057036e+00,2.318549089779917249e+00,2.322434257063285656e+00,2.333845549380628270e+00,2.334008091264891060e+00,2.311480266098745240e+00,2.253299380270580077e+00,2.234331671183505730e+00,2.217620798228741918e+00,2.169543954595226420e+00
3.567591160871775191e+00,3.446303007208081137e+00,3.246341774078411291e+00,3.266558069353440175e+00,3.319922396099149076e+00,3.334629102594796723e+00,3.297934049409468216e+00,3.344203147216403327e+00,3.362061685146846113e+00,3.384363566305339521e+00,3.431271076618582772e+00,3.446711612918144318e+00,3.490495479196726425e+00,3.496783009775253248e+00,3.412946714606970300e+00,3.383687288755850009e+00,3.240496617965034520e+00,3.144402378122222785e+00,3.132261507206127504e+00,3.070298814249665664e+00,3.023307926898044951e+00,2.943683955434812205e+00,2.929178397926683441e+00,2.930381124355875500e+00,2.927136817912391997e+00,2.858851896282717409e+00,2.795412505667798531e+00,2.754410691519947552e+00,2.720399840409160941e+00,2.727646075580896667e+00,2.716203942042273223e+00,2.707184707956251657e+00,2.653678596291618952e+00,2.674472574281855586e+00,2.696641593326167374e+00,2.710374172860077646e+00,2.694828929112612848e+00,2.714926938006209767e+00,2.714219561101850697e+00,2.720928628639128544e+00,2.743105459507300559e+00,2.741385022924411441e+00,2.703900294774092661e+00,2.566979516420242469e+00,2.441963734494302596e+00,2.329093113692719541e+00,2.244451280364262225e+00,2.189961908288030390e+00,2.063691371329491098e+00,1.969314874849349861e+00,1.853978112216951413e+00,1.833939251564806971e+00,1.824142395158952823e+00,1.814758025321400625e+00,1.808569846968993922e+00,1.739951515878933597e+00,1.747167788590635817e+00,1.758815182140295974e+00,1.749166335754957391e+00,1.759981573426379731e+00,1.772911319349677051e+00,1.761618440796329343e+00,1.761506005942603537e+00,1.774085029078911191e+00,1.777239402405337954e+00,1.782137350618727911e+00,1.793974458172412856e+00,1.789397265338281473e+00,1.782718759993224378e+00,1.793389162467764253e+00,1.756067837445785651e+00,1.716305170243407119e+00,1.713001184682741540e+00,1.699196907804060297e+00,1.700645186542523613e+00,1.709841148127876131e+00,1.720672511344614630e+00,1.711827839483865521e+00,1.721538571536063156e+00,1.679837768946422560e+00,1.676341276964998350e+00,1.671219556172160337e+00,1.681147507360055693e+00,1.665601511347464703e+00,1.610320699029579528e+00,1.596518403745808223e+00,1.543240197250515422e+00,1.509930970131109440e+00,1.510099212043267025e+00,1.516940918188313114e+00,1.503608911484026978e+00,1.506850713193157665e+00,1.484661811794090402e+00,1.480186175418875871e+00,1.488876719504558466e+00,1.463920973664388114e+00,1.466901198886050750e+00,1.464947980758822599e+00,1.473393345291045708e+00
1.252630622368813285e+00,1.186152650503269790e+00,1.214732352158827355e+00,1.237735625488808111e+00,1.183227112733834518e+00,1.034519457315747681e+00,1.034501793594872154e+00,1.049564465393385992e+00,9.755360479272862095e-01,9.342850685875804251e-01,9.593262964925233227e-01,9.829283081060613547e-01,9.480083353634037868e-01,8.378011681833973379e-01,7.717269284927693596e-01,7.844507626184926696e-01,8.047042028406299341e-01,8.265680360497513757e-01,8.020888019979049988e-01,8.212746838920086390e-01,8.342306139501639572e-01,8.465378085660567598e-01,8.653697890318203800e-01,8.837818550555639474e-01,8.997279088041837403e-01,8.791238161605721135e-01,8.811522928550248324e-01,8.755564898834831133e-01,8.806556730552798085e-01,9.572462029162285280e-01,9.418071438567879872e-01,8.637676458099116106e-01,8.689977365027380385e-01,8.296953132151321242e-01,8.444748182671145686e-01,8.084022072659011737e-01,8.231596414190217592e-01,8.143198698259888069e-01,8.279211746574673958e-01,8.389722552940046540e-01,8.387784779626124010e-01,8.162744564079890131e-01,8.304827584921481431e-01,8.441575938103781374e-01,8.561920852240542112e-01,8.679323119991113611e-01,8.811130159329971789e-01,8.904752706035711229e-01,9.189572077342629264e-01,9.533514676355031581e-01,9.278088359630635162e-01,8.472553868031478252e-01,8.439029991829815058e-01,8.730332945217716967e-01,9.101181492625882719e-01,8.701660986660744168e-01,8.615254543181253277e-01,8.576060315991697047e-01,8.675348724529096112e-01,8.336503458737472005e-01,8.233822609810612647e-01,8.332054891041942302e-01,8.439119990472215838e-01,8.056632641516209281e-01,8.135698227953296335e-01,8.217252762454926307e-01,8.209555811581167317e-01,8.016259844026085712e-01,7.762665147893413886e-01,7.587266970864248172e-01,7.690449801133953933e-01,7.789376011787384479e-01,7.890393306508555193e-01,7.950993003146673566e-01,7.922585332664707769e-01,7.924072088544092951e-01,8.006678472345907238e-01,8.065210731129506261e-01,7.726904883073019148e-01,7.781810375051635420e-01,7.426164063915001723e-01,7.357564194553591896e-01,7.442033507533118986e-01,7.334470662551719755e-01,7.423981320341110912e-01,7.385442680180289710e-01,7.459338039892816630e-01,7.471407407355739050e-01,7.519894868385829101e-01,7.598651597818678605e-01,7.548269999821972664e-01,7.565189576273075867e-01,7.609020947827658254e-01,7.646715246974966629e-01,7.671518336801896876e-01,7.717665792718086948e-01,7.731915955727137746e-01,7.813170413349725951e-01,7.711823232802962336e-01
1.756973654693924969e+00,1.745790603896210547e+00,1.783157997678592954e+00,1.777502367854636001e+00,1.813077907861203153e+00,1.839622989406179299e+00,1.812939893416933401e+00,1.669124847958538771e+00,1.653446530061393860e+00,1.658160011740961393e+00,1.588948319441735535e+00,1.601284219107144580e+00,1.625797091644283432e+00,1.652531323764036220e+00,1.643586828520219090e+00,1.636660667229387967e+00,1.660793929590670626e+00,1.680685016868228798e+00,1.659950624266762542e+00,1.504755114530431648e+00,1.412537657584359785e+00,1.309813277059012293e+00,1.229305547334515802e+00,1.135895815339434289e+00,1.095080158259473135e+00,1.097049162112737841e+00,1.110571887532251223e+00,1.119969278390320344e+00,1.134093293565578531e+00,1.070047072351387074e+00,1.099790400495197495e+00,1.116405915521752723e+00,1.103930655125945570e+00,1.106787972512683682e+00,1.047913157461556333e+00,1.062871817296565435e+00,1.058217032364286991e+00,1.068017470357127463e+00,1.074281196388729764e+00,1.084999011077611764e+00,1.089770663969701348e+00,1.087661986305971329e+00,1.100508109902378351e+00,1.108283028689637240e+00,1.119663119999287249e+00,1.131366613789424491e+00,1.137568066377070863e+00,1.137497107773238092e+00,1.148553344825251399e+00,1.159648792556412289e+00,1.193485633330438889e+00,1.156474353202681993e+00,1.086615095076980841e+00,9.853760793859744904e-01,9.275235043375241739e-01,9.623205808048951315e-01,9.666124858351036186e-01,9.689483621882853948e-01,9.769972621257458911e-01,9.861129171237827951e-01,9.972837130757142843e-01,9.715093261237996991e-01,9.641204488118814142e-01,9.662618581555066921e-01,9.212169545048848329e-01,9.223674475846735943e-01,9.299361293619193836e-01,9.359455526378500645e-01,9.446382467700045193e-01,9.545555323760729349e-01,9.577336199783853532e-01,9.578199650101810736e-01,9.458412142090106833e-01,9.552036643014973905e-01,9.646082476196151667e-01,9.600134966996842767e-01,9.476374279404784495e-01,9.215089882103790764e-01,9.290513478073739728e-01,9.233850025464761524e-01,9.321203271604845408e-01,9.374982215543766761e-01,9.087940565637314672e-01,9.006814663045267233e-01,9.093927676756091705e-01,8.914000231088434756e-01,8.996604130765978313e-01,9.047212936179266363e-01,8.761266055185860102e-01,8.443032206856886379e-01,8.495245885636690808e-01,8.352106229284066430e-01,8.434869213679991873e-01,8.515108787080616359e-01,8.452175222160819290e-01,8.532875466889513483e-01,8.412876527980389652e-01,8.374600331637720441e-01,8.445467939366018140e-01
